index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
90,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,13766.0,13062.0
91,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,15609.0,11875.0
92,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20094.0,18000.0
93,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23094.0,14203.0
94,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,19953.0,17797.0
95,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,28609.0,14281.0
96,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,17625.0,17656.0
97,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21062.0,14907.0
98,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,18094.0,18734.0
99,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,21828.0,14281.0
