index,merging steps,merged documents,avg doc size,total docs size,avg num of nodes per doc,total num of nodes in docs,num of nodes in merged doc,avg num of statements per doc,total num of statements in docs,statements in merged doc,total runtime,time for downloading
87,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,18907.0,18093.0
88,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,26671.0,19329.0
89,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24218.0,20250.0
90,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22062.0,17484.0
91,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22984.0,15828.0
92,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,20391.0,16266.0
93,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22984.0,17063.0
94,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,22844.0,19750.0
95,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23484.0,17984.0
96,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24687.0,18016.0
97,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,23078.0,18110.0
98,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,25125.0,16313.0
99,10,11,5635.636363636364,61992,0,0,0,28.0,310.0,172.0,24828.0,20859.0
